epoch,loss,val_loss
1,0.018989253789186478,0.01327615138143301
2,0.005606405902653933,0.009316506795585155
3,0.004659770987927914,0.0071387034840881824
4,0.004236580338329077,0.006288045551627874
5,0.00403948687016964,0.00571663212031126
6,0.003909350372850895,0.005427948199212551
7,0.0038102343678474426,0.005168236326426268
8,0.003711995203047991,0.004945859778672457
9,0.0035959926899522543,0.004840308800339699
10,0.0034810276702046394,0.004768070299178362
11,0.0033476941753178835,0.0046545700170099735
12,0.0032184943556785583,0.004431853070855141
13,0.0030947462655603886,0.004276360850781202
14,0.002979628276079893,0.004042993299663067
15,0.0028736332897096872,0.0038864267989993095
16,0.002773921238258481,0.0037851305678486824
17,0.0026815629098564386,0.003716892097145319
18,0.002594510791823268,0.003639420261606574
19,0.002509727841243148,0.0035887027624994516
20,0.0024371587205678225,0.0035326273646205664
21,0.002368039218708873,0.0034846914932131767
22,0.002301906468346715,0.0034210237208753824
23,0.0022401069290935993,0.003359576454386115
24,0.0021764668636024,0.0033000365365296602
25,0.0021233661100268364,0.0032368539832532406
26,0.0020738716702908278,0.0031475445721298456
27,0.0020201564766466618,0.0030964063480496407
28,0.001977780135348439,0.0030107221100479364
29,0.0019367787754163146,0.0029929284937679768
30,0.0018909291829913855,0.002915015211328864
31,0.0018500682199373841,0.002801283495500684
32,0.001814944902434945,0.0027431270573288202
33,0.001785432337783277,0.002763094613328576
34,0.001744922949001193,0.0026244407054036856
35,0.0017055526841431856,0.0025998863857239485
36,0.001667903270572424,0.0025813274551182985
37,0.0016326833283528686,0.0026250954251736403
38,0.001613612868823111,0.002564519178122282
39,0.001575810951180756,0.0025223977863788605
40,0.001542231417261064,0.0024609998799860477
41,0.001518232049420476,0.0024158174637705088
42,0.0014911453472450376,0.0024647440295666456
43,0.0014614382525905967,0.00240170955657959
44,0.001426764647476375,0.0024084136821329594
45,0.001401943271048367,0.0024238983169198036
46,0.0013723975280299783,0.002371186390519142
47,0.0013564246473833919,0.002452725311741233
48,0.0013525234535336494,0.002395327901467681
49,0.0013084984384477139,0.002292345045134425
50,0.0012747080763801932,0.0024332713801413774
51,0.0012446907348930836,0.0023395030293613672
52,0.0012101775500923395,0.002258329652249813
53,0.0011813477613031864,0.002454326953738928
54,0.0011620098957791924,0.0023797904141247272
55,0.00115544896107167,0.0025534089654684067
56,0.0011301483027637005,0.0024242147337645292
57,0.0011008481960743666,0.0022172939497977495
58,0.0010764134349301457,0.002466546604409814
59,0.001048050937242806,0.002399321412667632
60,0.0010339019354432821,0.002378395525738597
61,0.0010127727873623371,0.0019904652144759893
62,0.000996139831840992,0.0023247150238603354
63,0.0009751463076099753,0.001889944076538086
64,0.0009604983497411013,0.0023712923284620047
65,0.0009464165777899325,0.0024097298737615347
66,0.0009560386533848941,0.0018143419874832034
67,0.0009367745369672775,0.0018911838997155428
68,0.0009182977955788374,0.0017807241529226303
69,0.0008924425928853452,0.001675940933637321
70,0.0008809179998934269,0.0016116277547553182
71,0.0008610259392298758,0.001760228886269033
72,0.0008434214978478849,0.0015671595465391874
73,0.0008332155994139612,0.0015409443294629455
74,0.0008241342729888856,0.0016398584702983499
75,0.0008181456942111254,0.0016199488891288638
76,0.0008101417915895581,0.0014896750217303634
77,0.0008122934959828854,0.0015150991966947913
78,0.0007922088843770325,0.0014445680426433682
79,0.0007819099701009691,0.0014218749711290002
80,0.0007831007242202759,0.0014429989969357848
81,0.0007801742176525295,0.0015170691767707467
82,0.0007738946587778628,0.0014234258560463786
83,0.0007567214197479188,0.0013918839395046234
84,0.0007473266450688243,0.0013614986091852188
85,0.0007366851205006242,0.0013644146965816617
86,0.0007307378691621125,0.0013515298487618566
87,0.0007142898393794894,0.0013482903596013784
88,0.0007045342936180532,0.0013474432053044438
89,0.0007053570589050651,0.0013406940270215273
90,0.0007038394687697291,0.0013300495920702815
91,0.0006891319644637406,0.0013269457267597318
92,0.0006841667927801609,0.0013090797001495957
93,0.0006704071420244873,0.0013433353742584586
94,0.0006744763231836259,0.0013250440824776888
95,0.0006646731635555625,0.001332006067968905
96,0.0006722636753693223,0.0013273272197693586
97,0.0006613360019400716,0.001311729894950986
98,0.000660241930745542,0.001331890351139009
99,0.0006562141352333128,0.001304086996242404
100,0.0006607762770727277,0.001297432230785489
